CID,BDATE,GEN
NASAW00011778,1992-01-03,
NASAW00011779,1951-09-02,Male
NASAW00011780,1945-07-29,Male
NASAW00011781,1951-02-06,Male
NASAW00011782,1964-08-16,Female
NASAW00011783,1950-06-04,Female
NASAW00011784,2004-02-24,Male
NASAW00011785,1992-09-30,Male
NASAW00011786,1946-07-03,Female
NASAW00011787,1993-01-24,Male
NASAW00011788,1990-01-21,Female
NASAW00011789,1961-01-31,Male
NASAW00011790,1992-01-18,Male
NASAW00011791,2000-08-08,Female
NASAW00011792,1968-12-25,Male
NASAW00011793,1978-06-21,Female
NASAW00011794,1995-09-09,Male
NASAW00011795,1971-11-30,Male
NASAW00011796,2003-08-26,Male
NASAW00011797,1953-05-22,Female
NASAW00011798,1994-08-02,Male
NASAW00011799,1960-05-17,Female
NASAW00011800,2002-11-10,Male
NASAW00011801,1992-05-20,Male
NASAW00011802,1963-12-20,Female
NASAW00011803,1969-04-28,Male
NASAW00011804,2006-05-28,Male
NASAW00011805,1961-02-03,Female
NASAW00011806,1946-05-29,Male
NASAW00011807,1980-09-25,Female
NASAW00011808,1959-07-30,Female
NASAW00011809,2005-09-28,Female
NASAW00011810,1979-06-09,Male
NASAW00011811,2006-11-04,Female
NASAW00011812,1949-10-26,Male
NASAW00011813,1951-10-27,Female
NASAW00011814,1974-04-13,M
NASAW00011815,1985-06-03,Female
NASAW00011816,1994-08-13,Female
NASAW00011817,1961-08-31,Female
NASAW00011818,1952-09-09,Female
NASAW00011819,1967-02-10,Male
NASAW00011820,1969-01-15,Male
NASAW00011821,1979-12-16,Male
NASAW00011822,1953-03-18,M
NASAW00011823,1984-11-25,Female
NASAW00011824,1954-03-04,Male
NASAW00011825,1983-09-01,Female
NASAW00011826,1954-04-08,M
NASAW00011827,1994-09-21,Female
NASAW00011828,1979-07-25,F
NASAW00011829,1979-10-17,Male
NASAW00011830,1996-04-24,Female
NASAW00011831,1960-03-17,Female
NASAW00011832,1969-01-30,Male
NASAW00011833,1960-01-02,Female
NASAW00011834,1971-11-23,Male
NASAW00011835,1977-05-26,Male
NASAW00011836,2001-01-28,Male
NASAW00011837,1986-01-29,Female
NASAW00011838,1945-08-10,Female
NASAW00011839,2000-08-22,Female
NASAW00011840,1984-06-30,Male
NASAW00011841,1971-12-15,Male
NASAW00011842,1987-12-23,Female
NASAW00011843,1973-08-19,Female
NASAW00011844,1996-08-31,Female
NASAW00011845,1978-09-27,Female
NASAW00011846,1977-09-30,Male
NASAW00011847,1998-02-18,Male
NASAW00011848,2006-02-28,Male
NASAW00011849,1986-06-01,Male
NASAW00011850,1984-05-03,Male
NASAW00011851,1981-09-15,Male
NASAW00011852,2001-10-27,Female
NASAW00011853,2004-02-04,Female
NASAW00011854,1978-10-28,Female
NASAW00011855,1997-03-27,Female
NASAW00011856,1993-10-10,M
NASAW00011857,1993-03-03,Male
NASAW00011858,1954-10-24,Female
NASAW00011859,1959-12-04,Male
NASAW00011860,1995-07-13,Female
NASAW00011861,1974-10-01,Female
NASAW00011862,1954-07-04,M
NASAW00011863,1964-12-01,Male
NASAW00011864,1984-12-29,Female
NASAW00011865,2005-12-19,Male
NASAW00011866,1975-12-13,Female
NASAW00011867,1954-05-19,Male
NASAW00011868,1955-06-01,Male
NASAW00011869,1976-04-02,Female
NASAW00011870,1963-07-24,Female
NASAW00011871,1987-09-20,Female
NASAW00011872,1973-08-12,Male
NASAW00011873,1955-04-30,M
NASAW00011874,2003-02-18,Male
NASAW00011875,1966-11-19,Male
NASAW00011876,1974-09-11,Female
NASAW00011877,1965-10-20,Male
NASAW00011878,1961-09-21,Female
NASAW00011879,1980-06-28,male
NASAW00011880,1962-09-14,Female
NASAW00011881,1979-11-20,Female
NASAW00011882,1963-06-19,Male
NASAW00011883,1996-10-18,Male
NASAW00011884,1977-10-26,Female
NASAW00011885,1955-03-24,Female
NASAW00011886,1992-05-06,Female
NASAW00011887,1998-07-23,Female
NASAW00011888,1997-08-30,Female
NASAW00011889,1986-01-29,Female
NASAW00011890,2000-02-17,Male
NASAW00011891,1973-02-05,Female
NASAW00011892,1955-06-30,Male
NASAW00011893,1990-10-30,Male
NASAW00011894,1996-07-27,Male
NASAW00011895,1988-08-30,Male
NASAW00011896,1994-10-14,Female
NASAW00011897,1957-08-03,Female
NASAW00011898,2000-07-27,Female
NASAW00011899,1945-11-11,Male
NASAW00011900,1979-06-13,Female
NASAW00011901,1981-09-15,Female
NASAW00011902,1984-10-27,Male
NASAW00011903,1995-09-22,
NASAW00011904,1964-10-14,Female
NASAW00011905,1965-03-04,Male
NASAW00011906,1986-01-11,Female
NASAW00011907,1994-04-27,Male
NASAW00011908,1969-01-13,Female
NASAW00011909,1993-08-18,Male
NASAW00011910,1984-08-06,Female
NASAW00011911,1954-03-10,Male
NASAW00011912,1971-09-17,Male
NASAW00011913,1985-05-07,Male
NASAW00011914,1984-05-23,Male
NASAW00011915,1966-04-05,Female
NASAW00011916,1999-10-02,Male
NASAW00011917,2000-04-12,Male
NASAW00011918,1963-07-27,Female
NASAW00011919,1992-10-02,Male
NASAW00011920,1974-01-14,Female
NASAW00011921,1970-12-16,Male
NASAW00011922,1957-03-01,Female
NASAW00011923,1950-04-27,Male
NASAW00011924,1956-11-27,Female
NASAW00011925,1967-03-18,Female
NASAW00011926,1988-11-29,Female
NASAW00011927,2001-04-29,Female
NASAW00011928,1951-10-11,Male
NASAW00011929,1981-02-21,Female
NASAW00011930,1978-02-10,Female
NASAW00011931,1974-05-13,Male
NASAW00011932,1986-02-17,Female
NASAW00011933,1950-09-07,Female
NASAW00011934,1964-07-17,Male
NASAW00011935,1989-05-20,Female
NASAW00011936,1975-04-21,Male
NASAW00011937,1995-10-17,Female
NASAW00011938,2006-03-27,Male
NASAW00011939,1953-12-07,Female
NASAW00011940,1946-06-18,Male
NASAW00011941,1984-08-04,Female
NASAW00011942,1963-02-25,Male
NASAW00011943,2003-04-26,Female
NASAW00011944,1953-05-17,Female
NASAW00011945,1952-05-24,Male
NASAW00011946,1949-08-24,Female
NASAW00011947,1966-01-03,Male
NASAW00011948,1953-07-16,F
NASAW00011949,1951-12-29,Male
NASAW00011950,1991-08-09,Male
NASAW00011951,1945-09-22,Male
NASAW00011952,1982-11-21,Female
NASAW00011953,1951-05-10,Male
NASAW00011954,1954-03-11,Female
NASAW00011955,1971-11-06,Male
NASAW00011956,2002-07-24,Male
NASAW00011957,1951-02-20,Male
NASAW00011958,1999-10-03,Female
NASAW00011959,1976-07-04,Male
NASAW00011960,1981-12-08,Female
NASAW00011961,1964-06-28,Male
NASAW00011962,1957-07-24,Female
NASAW00011963,1976-07-16,Female
NASAW00011964,1957-07-18,Male
NASAW00011965,1967-04-07,Female
NASAW00011966,2006-12-12,
NASAW00011967,2004-01-26,Male
NASAW00011968,1991-06-14,Male
NASAW00011969,1980-02-23,Male
NASAW00011970,1966-06-22,Male
NASAW00011971,1966-08-18,Male
NASAW00011972,1992-05-24,Male
NASAW00011973,1977-05-25,Male
NASAW00011974,1979-09-15,Female
NASAW00011975,1977-10-13,Male
NASAW00011976,1987-04-05,Male
NASAW00011977,1946-07-01,Male
NASAW00011978,1968-07-10,Male
NASAW00011979,1980-09-14,Female
NASAW00011980,1983-01-01,Male
NASAW00011981,2002-06-20,Male
NASAW00011982,1969-11-23,Male
NASAW00011983,1990-11-15,Male
NASAW00011984,1993-02-14,Male
NASAW00011985,1972-10-29,Male
NASAW00011986,1950-03-13,Female
NASAW00011987,1955-05-29,Male
NASAW00011988,1972-09-30,Male
NASAW00011989,1955-09-19,Female
NASAW00011990,1946-01-07,Female
NASAW00011991,1991-12-03,Female
NASAW00011992,1959-12-25,Female
NASAW00011993,1955-08-05,Male
NASAW00011994,1975-01-21,Female
NASAW00011995,1991-12-31,Male
NASAW00011996,1989-07-06,Female
NASAW00011997,1949-12-22,Male
NASAW00011998,1977-12-27,Male
NASAW00011999,1996-06-27,Male
NASAW00012000,1965-06-29,Male
NASAW00012001,1948-12-14,Male
NASAW00012002,1966-12-10,Female
NASAW00012003,1979-05-12,Male
NASAW00012004,1948-03-04,Female
NASAW00012005,1965-02-21,Female
NASAW00012006,1973-09-14,Male
NASAW00012007,1996-04-11,Male
NASAW00012008,1961-02-02,Male
NASAW00012009,1980-12-20,Female
NASAW00012010,1970-04-30,Female
NASAW00012011,1974-05-13,Female
NASAW00012012,1945-09-19,Female
NASAW00012013,1995-08-01,Male
NASAW00012014,1986-08-15,Female
NASAW00012015,1962-07-14,Male
NASAW00012016,1958-07-05,F
NASAW00012017,1947-02-23,Female
NASAW00012018,2002-01-20,Male
NASAW00012019,1975-01-21,female
NASAW00012020,1978-10-04,Female
NASAW00012021,1954-04-30,Male
NASAW00012022,1982-08-31,Male
NASAW00012023,1957-10-10,Male
NASAW00012024,1948-12-09,Female
NASAW00012025,1978-06-02,Male
NASAW00012026,1997-02-07,Male
NASAW00012027,2002-03-03,Male
NASAW00012028,1998-02-07,Female
NASAW00012029,2004-06-06,Male
NASAW00012030,1971-03-03,Female
NASAW00012031,1980-04-03,Female
NASAW00012032,1973-07-15,Male
NASAW00012033,1951-09-14,Male
NASAW00012034,1997-06-16,Male
NASAW00012035,1959-10-01,Female
NASAW00012036,1981-06-21,Female
NASAW00012037,1963-08-18,Female
NASAW00012038,1968-10-10,Male
NASAW00012039,1959-02-21,Female
NASAW00012040,1999-02-16,Female
NASAW00012041,1958-04-23,Male
NASAW00012042,1976-11-30,Male
NASAW00012043,2005-10-02,Male
NASAW00012044,1947-10-16,Female
NASAW00012045,1994-11-17,Male
NASAW00012046,1953-07-01,Male
NASAW00012047,1955-11-24,
NASAW00012048,1964-12-10,Female
NASAW00012049,1978-05-25,Male
NASAW00012050,1997-03-30,Male
NASAW00012051,1946-12-16,Male
NASAW00012052,2002-12-15,Male
NASAW00012053,1953-04-02,Female
NASAW00012054,1955-12-29,Female
NASAW00012055,1949-07-18,Female
NASAW00012056,1980-06-09,Female
NASAW00012057,2006-04-18,Female
NASAW00012058,1964-04-06,Female
NASAW00012059,1970-02-09,Male
NASAW00012060,1948-02-10,Male
NASAW00012061,2003-01-27,Female
NASAW00012062,1994-05-28,Male
NASAW00012063,1970-02-06,Female
NASAW00012064,1962-11-23,Male
NASAW00012065,2001-08-03,Male
NASAW00012066,1979-04-26,Female
NASAW00012067,1988-01-14,Female
NASAW00012068,1975-11-13,Female
NASAW00012069,1979-11-05,Male
NASAW00012070,1973-08-10,Male
NASAW00012071,1970-03-16,Female
NASAW00012072,1992-07-01,Male
NASAW00012073,1959-04-28,Male
NASAW00012074,1968-11-29,Male
NASAW00012075,1964-09-07,Female
NASAW00012076,1976-10-31,Male
NASAW00012077,1960-10-19,Female
NASAW00012078,1977-03-10,Male
NASAW00012079,1976-07-20,Male
NASAW00012080,1995-07-09,Female
NASAW00012081,1993-08-21,Female
NASAW00012082,1948-05-28,Male
NASAW00012083,1998-12-24,Female
NASAW00012084,1945-01-23,Male
NASAW00012085,1956-09-15,Male
NASAW00012086,1974-01-12,Male
NASAW00012087,1997-08-18,Male
NASAW00012088,1954-12-14,Female
NASAW00012089,1951-07-05,Female
NASAW00012090,1997-07-29,Female
NASAW00012091,1973-12-11,Male
NASAW00012092,1984-03-12,Female
NASAW00012093,2003-03-30,Female
NASAW00012094,1965-01-11,Male
NASAW00012095,1978-12-12,Female
NASAW00012096,1956-06-04,Male
NASAW00012097,1996-05-23,Male
NASAW00012098,1961-05-03,Male
NASAW00012099,2002-05-21,Female
NASAW00012100,1957-08-14,Male
NASAW00012101,1966-05-09,Female
NASAW00012102,1960-01-24,Male
NASAW00012103,2005-02-10,Female
NASAW00012104,1985-01-26,Female
NASAW00012105,1967-05-22,Female
NASAW00012106,1968-01-11,Male
NASAW00012107,1949-04-27,Female
NASAW00012108,1959-12-04,Female
NASAW00012109,1978-12-23,Female
NASAW00012110,1954-02-06,Male
NASAW00012111,1959-08-05,Male
NASAW00012112,1971-06-17,M
NASAW00012113,1954-05-25,Male
NASAW00012114,1978-09-08,Male
NASAW00012115,1994-01-29,Male
NASAW00012116,1975-04-27,Female
NASAW00012117,1947-10-13,Male
NASAW00012118,1999-06-27,Male
NASAW00012119,1949-10-21,Male
NASAW00012120,1962-01-17,Female
NASAW00012121,2004-04-07,Male
NASAW00012122,1953-08-09,Female
NASAW00012123,1958-10-12,Male
NASAW00012124,1983-05-13,Female
NASAW00012125,1962-11-30,Male
NASAW00012126,1960-04-29,Male
NASAW00012127,1987-06-27,Female
NASAW00012128,1980-08-29,Female
NASAW00012129,1953-03-06,Female
NASAW00012130,1961-08-03,Female
NASAW00012131,1978-02-21,Male
NASAW00012132,1968-08-15,Female
NASAW00012133,1965-04-19,Male
NASAW00012134,1958-07-24,Male
NASAW00012135,1952-09-09,Female
NASAW00012136,1997-11-28,Male
NASAW00012137,1979-09-24,Female
NASAW00012138,1993-01-16,Female
NASAW00012139,1996-05-19,Female
NASAW00012140,1971-10-24,Male
NASAW00012141,1990-01-17,Male
NASAW00012142,1955-10-17,Female
NASAW00012143,1960-07-05,Male
NASAW00012144,1964-01-05,Male
NASAW00012145,1948-10-30,Female
NASAW00012146,1963-02-12,Male
NASAW00012147,1998-05-21,Male
NASAW00012148,1952-10-22,Female
NASAW00012149,1994-07-12,Female
NASAW00012150,1991-08-17,Male
NASAW00012151,2000-11-24,Female
NASAW00012152,1955-02-05,Male
NASAW00012153,1995-11-01,Male
NASAW00012154,1954-06-24,Male
NASAW00012155,1970-09-01,Female
NASAW00012156,1981-11-12,Female
NASAW00012157,,Male
NASAW00012158,1960-06-13,Male
NASAW00012159,2000-06-19,Female
NASAW00012160,1948-06-24,Female
NASAW00012161,2006-12-13,Female
NASAW00012162,1969-02-04,Male
NASAW00012163,1975-04-25,Female
NASAW00012164,1972-11-24,Female
NASAW00012165,2006-06-11,Male
NASAW00012166,1957-01-21,Female
NASAW00012167,1973-10-15,Female
NASAW00012168,1999-04-11,Male
NASAW00012169,1984-08-18,Female
NASAW00012170,1988-06-18,Female
NASAW00012171,1950-01-16,Male
NASAW00012172,1950-11-21,Female
NASAW00012173,1957-03-03,Male
NASAW00012174,1960-08-03,Male
NASAW00012175,1950-03-04,Female
NASAW00012176,1949-07-15,Male
NASAW00012177,1969-07-31,Female
NASAW00012178,1990-04-26,Male
NASAW00012179,2006-02-10,M
NASAW00012180,1988-11-07,Male
NASAW00012181,1987-07-31,Female
NASAW00012182,1975-11-20,Female
NASAW00012183,2006-10-20,Male
NASAW00012184,1979-09-06,Male
NASAW00012185,1964-11-10,Male
NASAW00012186,1969-02-21,Male
NASAW00012187,2006-03-16,Female
NASAW00012188,2003-01-30,Male
NASAW00012189,1965-01-28,Female
NASAW00012190,2002-08-31,Female
NASAW00012191,1976-04-14,Male
NASAW00012192,1986-11-14,Female
NASAW00012193,1997-06-09,Female
NASAW00012194,1995-05-16,Female
NASAW00012195,1971-10-12,Female
NASAW00012196,1950-09-23,Female
NASAW00012197,2002-06-22,Female
NASAW00012198,1968-06-06,Female
NASAW00012199,1961-11-25,Male
NASAW00012200,1950-02-04,Female
NASAW00012201,2004-04-05,Male
NASAW00012202,1947-04-15,Female
NASAW00012203,1968-04-10,Female
NASAW00012204,1979-11-01,Male
NASAW00012205,1975-10-15,Male
NASAW00012206,2006-07-29,Female
NASAW00012207,2005-04-11,Female
NASAW00012208,1960-04-02,Male
NASAW00012209,1971-05-11,Male
NASAW00012210,1968-03-16,Male
NASAW00012211,2005-12-24,Male
NASAW00012212,1964-12-09,Female
NASAW00012213,1982-09-22,Female
NASAW00012214,1978-05-07,Female
NASAW00012215,1986-08-10,Female
NASAW00012216,1949-10-25,Male
NASAW00012217,1987-05-14,Male
NASAW00012218,2006-01-26,Female
NASAW00012219,1982-01-23,Male
NASAW00012220,1957-04-29,Female
NASAW00012221,1981-09-17,Female
NASAW00012222,1957-11-07,Male
NASAW00012223,1952-04-02,Male
NASAW00012224,1973-02-12,Male
NASAW00012225,1985-07-22,Male
NASAW00012226,1996-09-13,Female
NASAW00012227,1952-11-24,Female
NASAW00012228,2001-11-01,Female
NASAW00012229,1987-10-31,Male
NASAW00012230,1992-11-20,Female
NASAW00012231,1946-04-07,Male
NASAW00012232,1946-08-11,Male
NASAW00012233,1965-04-20,Female
NASAW00012234,1972-12-31,Female
NASAW00012235,1990-02-27,Male
NASAW00012236,1950-11-10,Female
NASAW00012237,1971-02-03,Female
NASAW00012238,1983-11-28,Male
NASAW00012239,1975-10-01,Female
NASAW00012240,1977-03-25,Male
NASAW00012241,1981-03-11,Female
NASAW00012242,1956-10-09,Male
NASAW00012243,1997-11-27,Male
NASAW00012244,1977-11-21,Male
NASAW00012245,1978-08-30,Female
NASAW00012246,1992-12-22,Male
NASAW00012247,2004-05-22,Male
NASAW00012248,1949-04-30,Female
NASAW00012249,1984-11-11,Female
NASAW00012250,1987-07-25,Male
NASAW00012251,2006-07-10,Female
NASAW00012252,1982-10-05,Female
NASAW00012253,2000-11-15,Male
NASAW00012254,1982-07-30,Male
NASAW00012255,1990-11-24,Male
NASAW00012256,1970-05-13,Male
NASAW00012257,1989-08-27,Male
NASAW00012258,1968-08-05,Male
NASAW00012259,1977-02-10,Female
NASAW00012260,1959-05-23,F
NASAW00012261,1963-08-20,Female
NASAW00012262,1974-08-30,Male
NASAW00012263,2005-04-04,Male
NASAW00012264,1996-07-05,Male
NASAW00012265,1953-01-30,Male
NASAW00012266,1954-02-02,Male
NASAW00012267,1985-12-23,Female
NASAW00012268,1968-09-11,Male
NASAW00012269,1960-09-03,Female
NASAW00012270,1977-04-26,Female
NASAW00012271,1983-03-22,Male
NASAW00012272,1949-02-12,Female
NASAW00012273,2004-07-06,Female
NASAW00012274,1977-01-28,Female
NASAW00012275,1953-05-04,Female
NASAW00012276,1961-05-29,Female
NASAW00012277,1985-12-16,Female
NASAW00012278,2006-11-23,Female
NASAW00012279,2003-03-19,Male
NASAW00012280,1955-02-22,Male
NASAW00012281,1959-04-21,Female
NASAW00012282,1996-01-17,Male
NASAW00012283,1999-11-05,Female
NASAW00012284,1999-11-06,female
NASAW00012285,1956-09-21,Female
NASAW00012286,1955-02-18,Female
NASAW00012287,1949-02-15,Female
NASAW00012288,1946-02-10,Male
NASAW00012289,2005-02-04,Male
NASAW00012290,1983-11-01,Male
NASAW00012291,1988-03-27,Female
NASAW00012292,1958-05-04,Male
NASAW00012293,1946-01-17,Male
NASAW00012294,1990-05-11,Female
NASAW00012295,1959-11-03,Female
NASAW00012296,1973-10-07,Female
NASAW00012297,1949-07-08,Female
NASAW00012298,1981-03-07,Male
NASAW00012299,1986-03-10,Female
NASAW00012300,1952-11-24,Female
NASAW00012301,1973-05-10,Female
NASAW00012302,2003-08-14,F
NASAW00012303,1981-12-29,male
NASAW00012304,1945-01-06,Female
NASAW00012305,1990-08-10,Female
NASAW00012306,1975-08-01,Male
NASAW00012307,1964-12-31,Female
NASAW00012308,1995-04-04,Female
NASAW00012309,2003-12-17,Female
NASAW00012310,1955-03-26,Male
NASAW00012311,1945-03-13,Female
NASAW00012312,1994-02-19,Male
NASAW00012313,1949-02-09,Female
NASAW00012314,1957-08-08,Female
NASAW00012315,1954-08-06,Male
NASAW00012316,1961-10-29,Female
NASAW00012317,1964-05-05,Male
NASAW00012318,1975-04-27,Female
NASAW00012319,1949-03-04,Male
NASAW00012320,1985-06-02,Male
NASAW00012321,1989-10-02,female
NASAW00012322,1949-05-11,Female
NASAW00012323,,Male
NASAW00012324,1996-11-27,Male
NASAW00012325,1954-04-17,Female
NASAW00012326,1990-03-24,Female
NASAW00012327,1999-08-21,Male
NASAW00012328,1969-07-19,Female
NASAW00012329,1971-05-24,Male
NASAW00012330,1957-05-25,Female
NASAW00012331,1994-02-23,Male
NASAW00012332,1963-01-09,Female
NASAW00012333,2006-08-07,Male
NASAW00012334,2003-04-29,Male
NASAW00012335,1990-03-17,Female
NASAW00012336,1955-05-10,Female
NASAW00012337,1997-04-15,Female
NASAW00012338,2005-06-28,Female
NASAW00012339,1982-11-23,Male
NASAW00012340,1947-04-09,Male
NASAW00012341,2005-02-17,Female
NASAW00012342,1959-06-10,Female
NASAW00012343,1958-02-20,Female
NASAW00012344,1963-04-21,Male
NASAW00012345,1977-03-07,Male
NASAW00012346,2000-04-10,Male
NASAW00012347,2003-01-21,Male
NASAW00012348,1990-11-02,Female
NASAW00012349,2004-08-13,Female
NASAW00012350,1979-10-09,Female
NASAW00012351,1994-07-15,Female
NASAW00012352,1963-03-22,Female
NASAW00012353,1965-03-27,Female
NASAW00012354,1997-10-15,Male
NASAW00012355,1962-05-12,Male
NASAW00012356,2006-03-31,Male
NASAW00012357,1991-02-06,Male
NASAW00012358,1983-06-12,Female
NASAW00012359,1956-09-02,Female
NASAW00012360,1945-07-04,Male
NASAW00012361,1948-08-01,Female
NASAW00012362,1998-07-20,Female
NASAW00012363,1989-01-04,Female
NASAW00012364,1951-07-17,Female
NASAW00012365,1992-02-20,Male
NASAW00012366,1991-09-16,Male
NASAW00012367,1982-04-26,Female
NASAW00012368,1953-04-01,Male
NASAW00012369,2004-07-06,Female
NASAW00012370,1971-05-04,Female
NASAW00012371,1995-05-12,Male
NASAW00012372,1955-04-18,Female
NASAW00012373,1966-07-25,Male
NASAW00012374,1948-07-30,Female
NASAW00012375,1979-03-20,Male
NASAW00012376,1979-08-15,Female
NASAW00012377,1947-03-21,Female
NASAW00012378,1991-02-21,Female
NASAW00012379,1988-09-03,Male
NASAW00012380,1973-09-27,Male
NASAW00012381,1960-01-08,Male
NASAW00012382,2001-03-31,Male
NASAW00012383,2006-06-29,Male
NASAW00012384,1963-06-12,Female
NASAW00012385,2003-01-03,Male
NASAW00012386,2006-07-20,Female
NASAW00012387,1974-10-05,Male
NASAW00012388,1949-11-14,Female
NASAW00012389,1995-01-26,Male
NASAW00012390,1968-03-16,Female
NASAW00012391,2001-07-16,Female
NASAW00012392,1946-07-08,Male
NASAW00012393,1992-12-25,female
NASAW00012394,2000-06-23,Male
NASAW00012395,1951-07-07,Male
NASAW00012396,1900-01-01,Female
NASAW00012397,1999-06-02,Female
NASAW00012398,1979-03-22,Male
NASAW00012399,1987-07-11,Male
NASAW00012400,1957-03-27,Female
NASAW00012401,2001-11-19,Female
NASAW00012402,1946-01-01,Male
NASAW00012403,1956-01-22,Female
NASAW00012404,1993-03-11,Male
NASAW00012405,1972-05-03,Female
NASAW00012406,1963-12-31,Male
NASAW00012407,1959-06-11,Female
NASAW00012408,1962-06-08,Male
NASAW00012409,1994-03-29,Male
NASAW00012410,1971-01-29,Female
NASAW00012411,1953-10-23,Female
NASAW00012412,1974-09-07,Male
NASAW00012413,1953-12-23,Male
NASAW00012414,1962-05-12,Female
NASAW00012415,1974-06-17,Female
NASAW00012416,1997-05-30,Female
NASAW00012417,1973-05-19,Male
NASAW00012418,1945-06-08,Male
NASAW00012419,2002-06-29,Female
NASAW00012420,1957-01-18,Female
NASAW00012421,1988-01-23,Female
NASAW00012422,1972-05-28,Male
NASAW00012423,1960-10-08,Male
NASAW00012424,1970-03-06,Male
NASAW00012425,1993-04-28,Male
NASAW00012426,1951-10-07,Male
NASAW00012427,1997-03-16,Male
NASAW00012428,1948-04-16,Female
NASAW00012429,2003-09-01,Female
NASAW00012430,1980-03-19,Female
NASAW00012431,1957-01-05,Male
NASAW00012432,1980-08-06,Male
NASAW00012433,2004-06-14,Male
NASAW00012434,1991-02-16,Male
NASAW00012435,1961-01-27,Male
NASAW00012436,1988-05-18,Male
NASAW00012437,1964-08-19,Male
NASAW00012438,1950-08-22,Male
NASAW00012439,1948-11-03,Female
NASAW00012440,1979-10-27,Female
NASAW00012441,1949-03-02,female
NASAW00012442,1974-01-28,Female
NASAW00012443,1968-08-16,Male
NASAW00012444,1978-10-17,Female
NASAW00012445,1997-09-22,Male
NASAW00012446,1991-05-10,Male
NASAW00012447,1991-04-30,Female
NASAW00012448,1988-09-05,Male
NASAW00012449,1990-01-09,Female
NASAW00012450,1959-11-10,Female
NASAW00012451,1963-12-23,Male
NASAW00012452,1977-07-01,Male
NASAW00012453,2004-04-24,Female
NASAW00012454,1955-03-03,Female
NASAW00012455,1987-12-23,Male
