order_number,product_number,customer_id,order_date,ship_date,due_date,sales_amount,quantity,price
GO43958,PR-GR-APPL-500G,29446,2025-06-01,2025-06-07,2025-06-08,7.68,2,3.84
GO43959,PR-GR-ORAN-12PK,24604,2025-11-30,2025-12-02,2025-12-06,415.96,4,103.99
GO43960,PN-CH-BAKE-2L,18222,2026-05-23,2026-05-30,2026-06-04,181.92,12,15.16
GO43961,BK-PC-WHOL-XL,15403,2024-09-30,2024-10-06,2024-10-07,64.65,3,21.55
GO43962,PR-CH-BANA-12PK,12669,2020-02-24,2020-02-29,2020-03-03,30.36,3,10.12
GO43963,PR-PC-AVOC-6PK,19893,2024-08-12,2024-08-19,2024-08-20,17.63,1,17.63
GO43964,DA-FO-WHOL-1L,20014,2022-12-31,2023-01-06,2023-01-08,189.64,2,94.82
GO43965,HB-FO-TOOT-EA,15244,2025-09-10,2025-09-12,2025-09-17,953.7,10,95.37
GO43966,BV-DR-SPAR-FAMILY,17349,2020-01-31,2020-02-04,2020-02-13,55.68,12,4.64
GO43967,BV-PC-SPAR-6PK,25458,2024-09-01,2024-09-05,2024-09-09,144.78,3,48.26
GO43968,MT-GR-SALM-250G,13056,2023-12-23,2023-12-28,2023-12-31,127.08,2,63.54
GO43969,HB-CL-SHAM-12PK,15450,2020-02-14,2020-02-15,2020-02-28,66.73,1,66.73
GO43970,PN-FO-OLIV-250G,27473,2025-07-29,2025-08-02,2025-08-03,563.82,6,93.97
GO43971,DA-DR-MOZZ-1L,17697,2024-08-21,2024-08-24,2024-08-28,33.47,1,33.47
GO43972,BK-CH-MUFF-500G,12626,2024-07-30,2024-08-04,2024-08-05,80.9,2,40.45
GO43973,PN-DR-TUNA-2L,22132,2021-05-28,2021-06-02,2021-06-06,39.06,1,39.06
GO43974,HB-DR-SHAM-XL,14792,2024-01-30,2024-02-03,2024-02-11,57.58,2,28.79
GO43975,PR-GR-BROC-6PK,26225,2025-01-04,2025-01-06,2025-01-15,34.46,1,34.46
GO43976,BK-CH-BURG-FAMILY,27177,2023-10-05,2023-10-11,2023-10-16,411.18,6,68.53
GO43977,PN-DR-TUNA-2L,16969,2022-08-20,2022-08-24,2022-08-28,95.76,3,31.92
GO43978,HH-FO-BINB-6PK,13285,2021-06-02,2021-06-05,2021-06-16,17.26,1,17.26
GO43979,PN-CL-FLOU-6PK,20361,2021-02-10,2021-02-13,2021-02-16,84.08,2,42.04
GO43980,HH-PC-BINB-6PK,29469,2024-05-07,2024-05-10,2024-05-18,122.94,2,61.47
GO43981,HB-CL-TOOT-XL,15333,2023-08-16,2023-08-23,2023-08-21,176.4,5,35.28
GO43982,PR-CH-BROC-12PK,27738,2020-12-27,2020-12-29,2021-01-10,47.12,1,47.12
GO43983,SN-CL-POPC-XL,11905,2023-10-22,2023-10-29,2023-10-31,67.34,2,33.67
GO43984,HB-CL-HAND-1L,28179,2020-06-25,2020-07-02,2020-07-02,362.72,4,90.68
GO43985,PR-PC-AVOC-6PK,18040,2020-09-29,2020-10-02,2020-10-07,114.7,5,22.94
GO43986,BV-DR-COLA-6PK,18962,2024-04-01,2024-04-07,2024-04-06,346.74,6,57.79
GO43987,SN-CH-CHOC-1L,28076,2020-02-02,2020-02-08,2020-02-12,145.52,2,72.76
GO43988,HB-CL-NAPP-1L,13385,2020-09-03,2020-09-09,2020-09-17,27.66,1,27.66
GO43989,SN-GR-MIXE-12PK,22057,2026-03-03,2026-03-06,2026-03-09,111.44,2,55.72
GO43990,FR-GR-ICEC-EA,16365,2022-10-09,2022-10-15,2022-10-19,119.62,2,59.81
GO43991,BV-FO-ORAN-1L,19424,2025-06-26,2025-06-28,2025-07-04,33.21,1,33.21
GO43992,HH-DR-DISH-1L,17804,2024-10-01,2024-10-08,2024-10-09,1.5,2,0.75
GO43993,FR-GR-FISH-12PK,27534,2025-04-03,2025-04-07,2025-04-09,109.7,2,54.85
GO43994,HB-PC-BODY-EA,27014,2023-12-31,2024-01-04,2024-01-08,77.84,1,77.84
GO43995,HH-FO-DISH-1KG,11836,2021-01-21,2021-01-26,2021-01-28,95.8,1,95.8
GO43996,MT-DR-BEEF-1L,15263,2022-05-16,2022-05-20,2022-05-21,177.8,5,35.56
GO43997,HH-PC-LAUN-250G,12726,2026-03-17,2026-03-23,2026-03-30,38.55,1,38.55
GO43998,PR-GR-ORAN-12PK,28520,2024-12-03,2024-12-10,2024-12-11,159.1,2,79.55
GO43999,PN-CL-BASM-1KG,19527,2023-02-07,2023-02-11,2023-02-20,216.18,2,108.09
GO44000,SN-PC-COOK-1KG,26240,2023-05-19,2023-05-26,2023-05-31,219.78,2,109.89
GO44001,FR-CH-ICEC-XL,15716,2021-11-08,2021-11-09,2021-11-17,122.4,2,61.2
GO44002,MT-GR-SALM-250G,29209,2022-12-17,2022-12-20,2022-12-24,62.59,1,62.59
GO44003,FR-CL-FROZ-EA,24938,2021-05-13,2021-05-18,2021-05-26,224.08,4,56.02
GO44004,HB-PC-NAPP-250G,25427,2021-08-01,2021-08-08,2021-08-08,141.04,4,35.26
GO44005,DA-CH-WHOL-6PK,17642,2024-09-23,2024-09-29,2024-10-05,98.8,2,49.4
GO44006,FR-GR-FROZ-EA,11807,2024-01-26,2024-01-29,2024-02-05,1.92,1,1.92
GO44007,DA-FO-CREA-EA,21316,2025-07-23,2025-07-25,2025-07-29,51.9,1,51.9
GO44008,FR-PC-FROZ-250G,11938,2021-09-10,2021-09-14,2021-09-23,447.4,5,89.48
GO44009,DA-CL-SOUR-EA,11763,2021-08-25,2021-08-26,2021-09-06,29.64,1,29.64
GO44010,DA-FO-MOZZ-1KG,15593,2025-01-31,2025-02-02,2025-02-08,77.6,1,77.6
GO44011,HB-PC-NAPP-250G,12933,2020-07-22,2020-07-29,2020-07-29,31.2,1,31.2
GO44012,HB-FO-PAIN-XL,26238,2022-07-27,2022-07-29,2022-08-04,76.75,5,15.35
GO44013,HB-CL-HAND-FAMILY,26432,2024-02-04,2024-02-08,2024-02-10,15.1,2,7.55
GO44014,HH-GR-PAPE-250G,25149,2024-12-09,2024-12-10,2024-12-18,362.84,4,90.71
GO44015,DA-GR-SOUR-12PK,25621,2021-08-16,2021-08-18,2021-08-24,73.26,1,73.26
GO44016,PR-CH-POTA-250G,26975,2022-05-19,2022-05-21,2022-06-01,204.51,3,68.17
GO44017,PR-CL-TOMA-500G,16995,2021-11-22,2021-11-23,2021-12-02,175.6,2,87.8
GO44018,DA-CL-MOZZ-1L,12442,2025-08-26,2025-08-29,2025-09-04,13.5,1,13.5
GO44019,BV-FO-SPRI-FAMILY,11385,2020-09-29,2020-10-04,2020-10-07,13.36,2,6.68
GO44020,PR-PC-SPIN-XL,15946,2022-04-22,2022-04-24,2022-05-03,44.82,3,14.94
GO44021,SN-CH-COOK-250G,17285,2022-12-11,2022-12-18,2022-12-17,57.8,4,14.45
GO44022,HB-FO-NAPP-1KG,11969,2020-08-17,2020-08-22,2020-08-22,69.08,4,17.27
GO44023,HB-GR-HAND-EA,27976,2022-03-16,2022-03-23,2022-03-28,75.12,2,37.56
GO44024,HH-GR-LAUN-FAMILY,22186,2022-12-27,2022-12-31,2023-01-06,181.36,2,90.68
GO44025,SN-CL-MIXE-250G,26933,2022-11-16,2022-11-22,2022-11-27,96.28,2,48.14
GO44026,HB-FO-NAPP-1KG,24798,2025-07-01,2025-07-06,2025-07-15,17.46,3,5.82
GO44027,SN-GR-POPC-2L,22893,2020-02-02,2020-02-04,2020-02-10,249.12,3,83.04
GO44028,PR-GR-ORAN-12PK,24005,2024-06-04,2024-06-11,2024-06-10,377.52,4,94.38
GO44029,HH-CL-SURF-XL,23644,2020-07-25,2020-07-27,2020-08-01,2.76,3,0.92
GO44030,FR-PC-FROZ-1L,11513,2022-10-02,2022-10-03,2022-10-12,189.38,2,94.69
GO44031,BK-PC-BAGE-XL,21200,2024-11-19,2024-11-22,2024-12-01,107.28,3,35.76
GO44032,BV-DR-SPAR-FAMILY,15318,2023-03-19,2023-03-21,2023-03-29,42.06,2,21.03
GO44033,BV-DR-INST-12PK,19062,2020-06-18,2020-06-24,2020-07-02,360.15,3,120.05
GO44034,BV-GR-SPRI-1L,25857,2025-11-13,2025-11-15,2025-11-18,653.88,12,54.49
GO44035,BK-CL-CHOC-XL,28124,2025-07-24,2025-07-28,2025-08-06,47.05,1,47.05
GO44036,MT-CL-SALM-500G,14589,2023-04-29,2023-04-30,2023-05-04,31.42,1,31.42
GO44037,BV-CL-SPRI-EA,28450,2024-02-26,2024-02-29,2024-03-03,235.46,2,117.73
GO44038,BV-CL-COLA-1L,24070,2025-10-03,2025-10-09,2025-10-14,577.74,6,96.29
GO44039,BV-FO-GREE-EA,11095,2021-05-29,2021-06-01,2021-06-11,,2,49.33
GO44040,BK-CL-BURG-EA,16272,2022-06-25,2022-06-29,2022-07-07,3.36,1,3.36
GO44041,SN-CL-POPC-FAMILY,19301,2021-09-23,2021-09-29,2021-10-07,301.72,4,75.43
GO44042,DA-FO-GREE-XL,11270,2026-01-07,2026-01-12,2026-01-14,102.05,5,20.41
GO44043,FR-GR-ICEC-250G,19966,2025-12-24,2025-12-30,2026-01-04,16.3,10,1.63
GO44044,BV-PC-GREE-6PK,28954,2023-02-23,2023-02-25,2023-03-03,206.82,2,103.41
GO44045,MT-CH-PRAW-EA,18096,2023-08-22,2023-08-29,2023-09-04,91.64,1,91.64
GO44046,HH-GR-DISH-1L,20223,2022-03-15,2022-03-20,2022-03-22,64.48,1,64.48
GO44047,FR-CH-FROZ-250G,23228,2024-06-22,2024-06-23,2024-07-05,344.25,5,68.85
GO44048,HH-GR-DISH-12PK,18195,2026-04-28,2026-04-29,2026-05-03,89.8,5,17.96
GO44049,MT-FO-SAUS-12PK,24150,2022-07-26,2022-08-01,2022-07-31,39.18,2,19.59
GO44050,BK-FO-BURG-12PK,17828,2021-09-30,2021-10-03,2021-10-13,542.1,6,90.35
GO44051,DA-CL-BUTT-XL,15358,2024-07-18,2024-07-20,2024-08-01,124.3,2,62.15
GO44052,HB-PC-BODY-250G,28940,2023-10-08,2023-10-12,2023-10-19,217.04,4,54.26
GO44053,HB-GR-TOOT-250G,15467,2025-10-21,2025-10-23,2025-11-02,118.04,2,59.02
GO44054,BV-FO-ORAN-500G,20845,2024-09-09,2024-09-15,2024-09-18,106.71,3,35.57
GO44055,BK-CL-CHOC-500G,26634,2023-12-18,2023-12-22,2023-12-29,100.66,2,50.33
GO44056,DA-GR-MOZZ-6PK,17709,2022-02-22,2022-02-28,2022-03-01,186.45,5,37.29
GO44057,FR-CH-FROZ-2L,11800,2024-07-15,2024-07-17,2024-07-24,534.9,6,89.15
GO44058,BV-CL-SPRI-FAMILY,13825,2022-09-02,2022-09-04,2022-09-11,124.38,6,20.73
GO44059,MT-DR-BEEF-1L,13857,2023-06-06,2023-06-08,2023-06-18,76.02,3,25.34
GO44060,PN-CL-BAKE-6PK,16569,2025-02-22,2025-02-25,2025-03-08,491.34,6,81.89
GO44061,HH-GR-PAPE-250G,11408,2020-10-19,2020-10-26,2020-10-31,140.62,2,70.31
GO44062,BV-CL-SPRI-12PK,21470,2021-03-04,2021-03-09,2021-03-16,53.08,2,26.54
GO44063,DA-CH-GREE-2L,15239,2022-05-06,2022-05-11,2022-05-17,636.66,6,106.11
GO44064,PR-DR-SPIN-12PK,15027,2024-04-27,2024-05-04,2024-05-02,69.28,2,34.64
GO44065,HB-PC-SHAM-2L,22109,2024-05-01,2024-05-08,2024-05-11,81.96,1,81.96
GO44066,FR-GR-FISH-12PK,14730,2025-12-31,2026-01-03,2026-01-05,157.05,3,52.35
GO44067,PN-CL-BAKE-12PK,13065,2024-02-19,2024-02-23,2024-02-27,110.88,1,110.88
GO44068,SN-CH-POTA-1KG,27398,2025-08-31,2025-09-03,2025-09-10,126.0,12,10.5
GO44069,SN-DR-MIXE-EA,23117,2021-11-05,2021-11-07,2021-11-13,192.62,2,96.31
GO44070,BK-FO-CHOC-1L,13581,2025-07-30,2025-07-31,2025-08-13,108.31,1,108.31
GO44071,DA-CL-SOUR-EA,14483,2024-11-29,2024-12-02,2024-12-06,36.44,1,36.44
GO44072,BV-CL-SPRI-12PK,15688,2026-01-18,2026-01-20,2026-01-27,129.05,5,25.81
GO44073,BV-DR-SPAR-1L,15472,2023-05-09,2023-05-13,2023-05-19,123.32,1,123.32
GO44074,PR-CL-APPL-6PK,17851,2020-06-23,2020-06-29,2020-07-07,73.26,1,73.26
GO44075,FR-CH-ICEC-XL,21794,2020-09-22,2020-09-24,2020-10-05,62.64,1,62.64
GO44076,BV-DR-INST-12PK,22711,2025-08-05,2025-08-07,2025-08-13,348.66,3,116.22
GO44077,HH-GR-LAUN-EA,24092,2024-07-17,2024-07-21,2024-07-28,32.38,1,32.38
GO44078,FR-DR-FROZ-FAMILY,13465,2025-08-08,2025-08-12,2025-08-20,414.55,5,82.91
GO44079,PR-CL-TOMA-250G,23076,2021-04-24,2021-05-01,2021-05-08,33.36,3,11.12
GO44080,SN-DR-POTA-EA,14769,2023-02-26,2023-03-02,2023-03-06,98.12,1,98.12
GO44081,PR-DR-BANA-XL,26297,2021-11-22,2021-11-28,2021-12-01,61.78,2,30.89
GO44082,PR-CL-BANA-1L,18349,2022-07-16,2022-07-18,2022-07-23,155.3,2,77.65
GO44083,HH-CH-PAPE-500G,13993,2020-08-07,2020-08-08,2020-08-13,94.04,1,94.04
GO44084,BV-CH-SPAR-2L,23829,2023-03-16,2023-03-20,2023-03-28,860.1,10,86.01
GO44085,MT-CH-SAUS-1KG,16820,2022-08-09,2022-08-13,2022-08-20,49.28,2,24.64
GO44086,PN-CL-BAKE-12PK,19376,2025-06-04,2025-06-05,2025-06-15,268.76,2,134.38
GO44087,FR-GR-FROZ-6PK,16670,2024-06-10,2024-06-15,2024-06-15,212.49,3,70.83
GO44088,DA-CL-BUTT-XL,22161,2024-07-27,2024-07-29,2024-08-01,85.11,1,85.11
GO44089,PN-CL-SPAG-1KG,21211,2024-06-02,2024-06-08,2024-06-08,319.2,5,63.84
GO44090,HH-CH-PAPE-500G,13573,2022-07-26,2022-07-30,2022-08-06,78.31,1,78.31
GO44091,PN-FO-OLIV-XL,13581,2024-10-01,2024-10-04,2024-10-14,285.84,4,71.46
GO44092,MT-DR-LAMB-500G,15243,2022-10-09,2022-10-15,2022-10-19,151.12,4,37.78
GO44093,SN-PC-POTA-EA,20977,2020-02-12,2020-02-19,2020-02-23,29.33,1,29.33
GO44094,FR-DR-ICEC-1L,18344,2024-08-07,2024-08-08,2024-08-16,61.72,1,61.72
GO44095,PN-PC-TUNA-FAMILY,19503,2020-10-05,2020-10-09,2020-10-19,23.76,1,23.76
GO44096,SN-CL-CHOC-6PK,20447,2026-03-25,2026-03-29,2026-04-03,121.77,3,40.59
GO44097,BK-CL-BURG-6PK,16877,2022-01-08,2022-01-13,2022-01-16,25.72,1,25.72
GO44098,HB-CH-BODY-500G,19656,2021-06-04,2021-06-11,2021-06-10,128.84,2,64.42
GO44099,BK-GR-BAGE-12PK,27001,2024-10-19,2024-10-25,2024-10-27,79.37,1,79.37
GO44100,SN-CL-CHOC-6PK,28413,2024-07-01,2024-07-04,2024-07-14,34.75,1,34.75
GO44101,HH-PC-SURF-6PK,14430,2025-01-12,2025-01-19,2025-01-25,118.66,2,59.33
GO44102,HH-CH-TOIL-XL,29395,2025-08-04,2025-08-10,2025-08-14,179.55,5,35.91
GO44103,BV-CL-COLA-1L,27206,2022-03-07,2022-03-09,2022-03-16,1382.52,12,115.21
GO44104,HB-PC-BODY-EA,18874,2020-10-28,2020-11-01,2020-11-11,98.28,1,98.28
GO44105,BV-FO-ORAN-FAMILY,11774,2021-07-23,2021-07-30,2021-08-03,77.37,1,77.37
GO44106,HH-FO-TOIL-XL,22764,2025-06-14,2025-06-18,2025-06-23,92.6,1,92.6
GO44107,DA-CH-CREA-12PK,16178,2024-10-23,2024-10-24,2024-10-28,33.3,5,6.66
GO44108,FR-GR-FISH-12PK,17123,2024-08-14,2024-08-15,2024-08-19,56.18,1,56.18
GO44109,HH-CH-BINB-1KG,26825,2021-10-22,2021-10-28,2021-10-31,25.52,2,12.76
GO44110,MT-GR-LAMB-6PK,14267,2025-08-09,2025-08-14,2025-08-23,88.2,5,17.64
GO44111,SN-CH-COOK-FAMILY,28854,2022-11-29,2022-12-01,2022-12-11,18.55,5,3.71
GO44112,BV-CH-SPAR-2L,25534,2025-03-15,2025-03-17,2025-03-20,296.01,3,98.67
GO44113,HB-DR-HAND-250G,23314,2020-09-21,2020-09-26,2020-09-30,49.64,1,49.64
GO44114,MT-GR-LAMB-6PK,21386,2021-06-20,2021-06-25,2021-06-30,39.44,2,19.72
GO44115,PR-FO-CARR-6PK,25922,2021-10-16,2021-10-17,2021-10-22,48.24,2,24.12
GO44116,HH-PC-BINB-1L,25878,2021-06-25,2021-06-30,2021-07-04,204.8,2,102.4
GO44117,BV-CL-SPRI-6PK,14992,2025-03-06,2025-03-13,2025-03-16,115.46,1,115.46
GO44118,FR-CH-ICEC-XL,25522,2024-02-22,2024-02-26,2024-03-03,198.2,4,49.55
GO44119,BK-CL-BURG-500G,20097,2024-11-23,2024-11-26,2024-12-01,504.66,6,84.11
GO44120,MT-FO-LAMB-EA,25232,2024-08-25,2024-08-26,2024-09-07,594.12,12,49.51
GO44121,FR-GR-FROZ-250G,15172,2024-10-05,2024-10-10,2024-10-16,20.89,1,20.89
GO44122,HH-GR-DISH-12PK,16477,2021-06-15,2021-06-21,2021-06-21,32.24,2,16.12
GO44123,BV-CL-COLA-1L,11359,2023-08-15,2023-08-22,2023-08-29,370.74,3,123.58
GO44124,BV-FO-SPRI-6PK,18162,2025-12-08,2025-12-14,2025-12-13,135.2,2,67.6
GO44125,BK-CL-BAGE-500G,25763,2024-06-03,2024-06-04,2024-06-11,3.3,3,1.1
GO44126,HB-FO-HAND-6PK,19908,2025-04-26,2025-04-30,2025-05-08,1147.1,10,114.71
GO44127,BV-DR-SPRI-2L,22886,2023-03-23,2023-03-29,2023-04-02,14.02,2,7.01
GO44128,HH-CH-SURF-EA,21918,2022-02-18,2022-02-22,2022-02-27,249.6,3,83.2
GO44129,DA-GR-SOUR-1KG,17743,2026-04-01,2026-04-07,2026-04-06,68.52,1,68.52
GO44130,DA-GR-SOUR-12PK,12999,2022-03-21,2022-03-24,2022-03-29,138.8,2,69.4
GO44131,FR-GR-ICEC-1KG,21384,2022-02-24,2022-02-27,2022-03-02,46.4,1,46.4
GO44132,HH-PC-PAPE-2L,22162,2024-07-17,2024-07-21,2024-07-27,116.74,1,116.74
GO44133,HH-FO-BINB-6PK,13374,2023-07-26,2023-07-29,2023-08-02,101.16,6,16.86
GO44134,SN-CH-CRAC-XL,15163,2025-07-24,2025-07-29,2025-08-06,80.23,1,80.23
GO44135,SN-FO-MUES-XL,29082,2023-05-05,2023-05-08,2023-05-15,61.7,1,61.7
GO44136,BV-CL-SPRI-1KG,21307,2022-02-22,2022-02-24,2022-02-28,32.4,2,16.2
GO44137,FR-CH-FROZ-500G,17291,2022-05-27,2022-06-02,2022-06-05,58.56,4,14.64
GO44138,DA-GR-MOZZ-6PK,16840,2024-10-26,2024-10-31,2024-11-09,31.41,1,31.41
GO44139,BV-CH-SPRI-2L,18534,2023-08-26,2023-09-01,2023-09-02,24.11,1,24.11
GO44140,BV-DR-GREE-250G,26473,2023-06-22,2023-06-29,2023-07-03,19.15,1,19.15
GO44141,HH-DR-LAUN-EA,12521,2021-06-18,2021-06-24,2021-06-27,462.9,6,77.15
GO44142,DA-FO-CREA-12PK,26715,2024-01-08,2024-01-12,2024-01-13,94.32,3,31.44
GO44143,FR-GR-ICEC-1KG,14164,2022-12-20,2022-12-24,2023-01-03,193.52,4,48.38
GO44144,PR-GR-BROC-6PK,19648,2023-01-23,2023-01-28,2023-01-31,43.89,3,14.63
GO44145,PR-CL-APPL-6PK,27068,2022-05-24,2022-05-26,2022-06-05,63.17,1,63.17
GO44146,PN-DR-BASM-6PK,12714,2023-09-24,2023-10-01,2023-10-05,228.87,3,76.29
GO44147,SN-GR-MIXE-EA,21624,2023-06-29,2023-07-03,2023-07-11,105.66,2,52.83
GO44148,HB-CL-NAPP-1L,28105,2025-05-06,2025-05-09,2025-05-12,28.34,1,28.34
GO44149,BK-GR-CHOC-2L,11806,2023-03-18,2023-03-21,2023-03-31,36.55,1,36.55
GO44150,HH-FO-TOIL-XL,22448,2025-07-27,2025-08-01,2025-08-01,110.13,1,110.13
GO44151,BV-CL-SPRI-6PK,13183,2021-05-15,2021-05-22,2021-05-27,179.88,2,89.94
GO44152,BV-DR-SPAR-6PK,26364,2023-08-06,2023-08-07,2023-08-17,57.76,2,28.88
GO44153,BK-CH-BAGE-XL,13218,2026-02-16,2026-02-18,2026-02-28,60.8,2,30.4
GO44154,HH-CL-SURF-FAMILY,16052,2020-03-04,2020-03-10,2020-03-15,96.53,1,96.53
GO44155,PN-FO-TOMA-2L,18983,2024-01-10,2024-01-14,2024-01-15,125.85,5,25.17
GO44156,HB-PC-NAPP-250G,22449,2024-02-25,2024-03-01,2024-03-03,74.22,2,37.11
GO44157,BV-DR-SPAR-FAMILY,14426,2023-04-26,2023-04-27,2023-05-01,15.54,3,5.18
GO44158,FR-GR-FROZ-EA,26862,2025-10-26,2025-11-01,2025-11-05,9.42,6,1.57
GO44159,PR-CH-POTA-1L,21245,2020-06-30,2020-07-02,2020-07-13,53.6,1,53.6
GO44160,SN-DR-CHOC-1KG,14281,2020-01-25,2020-01-31,2020-02-05,45.71,1,45.71
GO44161,HB-GR-HAND-EA,28746,2026-05-22,2026-05-28,2026-06-05,203.52,4,50.88
GO44162,HB-CL-HAND-FAMILY,24181,2025-10-12,2025-10-15,2025-10-24,6.32,1,6.32
GO44163,HH-PC-BINB-1L,24975,2022-03-05,2022-03-08,2022-03-12,1065.3,10,106.53
GO44164,DA-CH-WHOL-6PK,24301,2020-07-30,2020-08-04,2020-08-07,138.52,2,69.26
GO44165,PR-CH-ORAN-1L,13824,2022-05-17,2022-05-21,2022-05-25,65.68,2,32.84
GO44166,SN-FO-CHOC-XL,22825,2021-06-18,2021-06-21,2021-07-01,188.76,3,62.92
GO44167,PN-CL-BASM-1KG,22534,2025-03-02,2025-03-08,2025-03-12,163.72,2,81.86
GO44168,PN-FO-OLIV-XL,27978,2025-01-08,2025-01-10,2025-01-22,132.02,2,66.01
GO44169,HH-GR-LAUN-FAMILY,13503,2020-10-27,2020-10-28,2020-11-08,407.16,4,101.79
GO44170,HB-FO-HAND-1L,11605,2024-11-16,2024-11-20,2024-11-28,27.81,1,27.81
GO44171,BV-DR-SPRI-2L,16203,2023-08-02,2023-08-03,2023-08-13,6.75,1,6.75
GO44172,HB-FO-NAPP-1KG,12043,2021-10-28,2021-11-02,2021-11-08,3.54,1,3.54
GO44173,MT-PC-PORK-2L,25251,2020-01-19,2020-01-23,2020-01-31,75.86,2,37.93
GO44174,HH-GR-PAPE-250G,27145,2020-06-13,2020-06-14,2020-06-27,91.23,1,91.23
GO44175,BK-CH-MUFF-500G,26402,2021-09-06,2021-09-12,2021-09-20,68.0,2,34.0
GO44176,BV-PC-GREE-6PK,14045,2021-06-08,2021-06-15,2021-06-19,81.38,1,81.38
GO44177,HB-FO-TOOT-EA,24585,2025-07-06,2025-07-11,2025-07-15,178.68,2,89.34
GO44178,FR-PC-FISH-250G,17186,2021-01-18,2021-01-25,2021-01-29,19.6,2,9.8
GO44179,BK-DR-BAGE-12PK,26954,2025-07-18,2025-07-25,2025-07-25,37.26,3,12.42
GO44180,HH-DR-DISH-1L,20270,2022-05-10,2022-05-14,2022-05-16,3.96,4,0.99
GO44181,FR-CL-FROZ-FAMILY,12482,2022-08-20,2022-08-24,2022-08-31,148.56,2,74.28
GO44182,HB-PC-PAIN-XL,24325,2025-12-30,2026-01-04,2026-01-11,241.32,4,60.33
GO44183,HB-FO-PAIN-XL,23060,2023-09-01,2023-09-02,2023-09-14,35.12,2,17.56
GO44184,MT-GR-LAMB-6PK,20965,2023-07-04,2023-07-09,2023-07-09,38.7,2,19.35
GO44185,DA-FO-SOUR-250G,14711,2021-09-24,2021-09-29,2021-10-06,184.68,6,30.78
GO44186,FR-CH-FROZ-250G,26486,2020-12-21,2020-12-25,2020-12-28,259.44,3,86.48
GO44187,HH-DR-SURF-1KG,27004,2025-03-23,2025-03-25,2025-03-30,607.7,10,60.77
GO44188,HB-CL-HAND-FAMILY,13198,2021-06-29,2021-07-05,2021-07-06,8.35,1,8.35
GO44189,HB-GR-TOOT-XL,13454,2025-11-17,2025-11-19,2025-11-29,194.26,2,97.13
GO44190,SN-GR-CHOC-2L,13498,2023-08-10,2023-08-17,2023-08-22,127.83,3,42.61
GO44191,FR-DR-FISH-12PK,20156,2025-01-14,2025-01-16,2025-01-19,60.48,3,20.16
GO44192,HH-FO-DISH-1KG,15594,2023-04-14,2023-04-18,2023-04-25,542.22,6,90.37
GO44193,BK-CL-WHOL-EA,17071,2023-05-08,2023-05-14,2023-05-15,215.4,3,71.8
GO44194,BK-PC-BAGE-1KG,21291,2021-05-08,2021-05-12,2021-05-20,51.35,1,51.35
GO44195,HB-GR-TOOT-XL,12352,2023-07-22,2023-07-29,2023-08-03,1009.5,10,100.95
GO44196,DA-FO-SOUR-250G,14880,2026-03-24,2026-03-25,2026-04-02,34.71,1,34.71
GO44197,BK-PC-BAGE-FAMILY,26083,2023-11-27,2023-12-02,2023-12-07,41.64,4,10.41
GO44198,FR-CL-FISH-1KG,14976,2022-11-27,2022-12-04,2022-12-11,44.44,2,22.22
GO44199,HB-PC-BODY-EA,25046,2023-01-04,2023-01-11,2023-01-16,244.05,3,81.35
GO44200,FR-GR-ICEC-EA,29431,2022-10-04,2022-10-09,2022-10-12,188.07,3,62.69
GO44201,HH-CH-PAPE-6PK,21991,2025-12-14,2025-12-19,2025-12-23,32.58,2,16.29
GO44202,HH-PC-BINB-500G,18914,2023-06-20,2023-06-27,2023-06-30,191.4,10,19.14
GO44203,BV-CL-SPAR-1L,20209,2023-02-21,2023-02-27,2023-02-26,14.15,1,14.15
GO44204,HH-PC-LAUN-250G,24304,2020-05-13,2020-05-17,2020-05-20,37.78,1,37.78
GO44205,SN-CH-COOK-250G,16886,2020-12-07,2020-12-11,2020-12-15,6.29,1,6.29
GO44206,BV-CH-SPRI-2L,27047,2020-11-03,2020-11-04,2020-11-12,35.22,2,17.61
GO44207,HB-DR-SHAM-XL,16181,2025-01-29,2025-02-05,2025-02-03,85.38,3,28.46
GO44208,SN-GR-MIXE-EA,19405,2021-11-03,2021-11-10,2021-11-12,165.84,4,41.46
GO44209,BK-PC-BAGE-XL,26585,2025-07-05,2025-07-08,2025-07-12,335.7,10,33.57
GO44210,HH-CH-PAPE-6PK,18590,2021-11-26,2021-11-29,2021-12-06,15.48,1,15.48
GO44211,HB-GR-NAPP-XL,25437,2025-08-12,2025-08-13,2025-08-19,202.26,3,67.42
GO44212,MT-DR-SAUS-250G,28342,2025-11-18,2025-11-22,2025-11-27,102.18,1,102.18
GO44213,HB-GR-NAPP-XL,22051,2021-02-05,2021-02-09,2021-02-19,958.5,10,95.85
GO44214,BV-FO-ORAN-1L,26425,2025-01-01,2025-01-08,2025-01-09,67.82,2,33.91
GO44215,BV-PC-INST-1KG,22467,2020-03-04,2020-03-11,2020-03-13,26.49,1,26.49
GO44216,BV-CL-ORAN-12PK,22355,2026-05-05,2026-05-10,2026-05-18,194.34,3,64.78
GO44217,PR-CH-ORAN-1L,24423,2022-11-11,2022-11-17,2022-11-22,32.94,2,16.47
GO44218,HB-CL-PAIN-FAMILY,21454,2025-04-17,2025-04-23,2025-05-01,25.96,1,25.96
GO44219,FR-FO-FROZ-1KG,13854,2024-12-16,2024-12-18,2024-12-22,21.68,1,21.68
